학교명,표준학교코드,급식일자,요일,식사종류,급식인원,메뉴명,알레르기번호
명덕고등학교,7010158,2024-03-04,월,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-04,월,조식,60.0,김치국,"5,6,9"
명덕고등학교,7010158,2024-03-04,월,조식,60.0,오이무침,"5,6,13"
명덕고등학교,7010158,2024-03-04,월,조식,60.0,와규큐브찹스테이크,16
명덕고등학교,7010158,2024-03-04,월,조식,60.0,깍두기,9
명덕고등학교,7010158,2024-03-04,월,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-04,월,조식,60.0,사과,
명덕고등학교,7010158,2024-03-04,월,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-04,월,조식,60.0,감자샐러드(깍둑)-조식,"1,2,5"
명덕고등학교,7010158,2024-03-04,월,중식,759.0,잡곡밥,5
명덕고등학교,7010158,2024-03-04,월,중식,759.0,미역국,"2,5,6,15,16,18"
명덕고등학교,7010158,2024-03-04,월,중식,759.0,미나리무생채,13
명덕고등학교,7010158,2024-03-04,월,중식,759.0,배추김치,9
명덕고등학교,7010158,2024-03-04,월,중식,759.0,수육-교,"5,6,9,10"
명덕고등학교,7010158,2024-03-04,월,중식,759.0,한입녹두전,"2,5,6,9,10,12,16"
명덕고등학교,7010158,2024-03-04,월,석식,55.0,계란국,"1,5,6"
명덕고등학교,7010158,2024-03-04,월,석식,55.0,마파두부덮밥,"8,10,12,13,16,18,2,4,5,6"
명덕고등학교,7010158,2024-03-04,월,석식,55.0,소고기가지볶음,"5,6,13,16"
명덕고등학교,7010158,2024-03-04,월,석식,55.0,꿔바로우,"5,6,10,11,12,13"
명덕고등학교,7010158,2024-03-04,월,석식,55.0,배추김치,9
명덕고등학교,7010158,2024-03-04,월,석식,55.0,매실간장마늘쫑,
명덕고등학교,7010158,2024-03-05,화,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-05,화,조식,60.0,콩나물국(밥),"1,5,9"
명덕고등학교,7010158,2024-03-05,화,조식,60.0,두부조림,"5,6,13,16"
명덕고등학교,7010158,2024-03-05,화,조식,60.0,깻잎지,"5,6"
명덕고등학교,7010158,2024-03-05,화,조식,60.0,맛김치,9
명덕고등학교,7010158,2024-03-05,화,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-05,화,조식,60.0,오렌지,
명덕고등학교,7010158,2024-03-05,화,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-05,화,조식,60.0,훈제오리*야채무침(참깨소스),"1,2,5,6,16"
명덕고등학교,7010158,2024-03-05,화,중식,1005.0,잡곡밥,5
명덕고등학교,7010158,2024-03-05,화,중식,1005.0,냉이된장찌개,"5,6"
명덕고등학교,7010158,2024-03-05,화,중식,1005.0,계란찜,1
명덕고등학교,7010158,2024-03-05,화,중식,1005.0,시금치나물,
명덕고등학교,7010158,2024-03-05,화,중식,1005.0,배추김치,9
명덕고등학교,7010158,2024-03-05,화,중식,1005.0,매콤고추장불고기,10
명덕고등학교,7010158,2024-03-05,화,석식,55.0,잡곡밥,5
명덕고등학교,7010158,2024-03-05,화,석식,55.0,크림스프(석식),"2,5,6,13,16"
명덕고등학교,7010158,2024-03-05,화,석식,55.0,치킨까스*소스,"1,5,6,12,13,15,18"
명덕고등학교,7010158,2024-03-05,화,석식,55.0,고구마그라탕,"1,2,5,10,12,13"
명덕고등학교,7010158,2024-03-05,화,석식,55.0,배추김치,9
명덕고등학교,7010158,2024-03-05,화,석식,55.0,일식샐러드*흑임자드레싱,"1,5,12"
명덕고등학교,7010158,2024-03-06,수,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-06,수,조식,60.0,쇠고기무국,"1,5,6,16"
명덕고등학교,7010158,2024-03-06,수,조식,60.0,허니간장불고기,10
명덕고등학교,7010158,2024-03-06,수,조식,60.0,해쉬브라운*케찹,"5,6,12"
명덕고등학교,7010158,2024-03-06,수,조식,60.0,맛김치,9
명덕고등학교,7010158,2024-03-06,수,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,18,16"
명덕고등학교,7010158,2024-03-06,수,조식,60.0,방울토마토,12
명덕고등학교,7010158,2024-03-06,수,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-06,수,조식,60.0,콥샐러드,"1,2,5,10,12,13"
명덕고등학교,7010158,2024-03-06,수,중식,1005.0,나물비빔밥,"1,5,6,10,13,16"
명덕고등학교,7010158,2024-03-06,수,중식,1005.0,가락냉국수,"1,2,5,6,9,16"
명덕고등학교,7010158,2024-03-06,수,중식,1005.0,청포묵흑임자무침,"1,5,6,16"
명덕고등학교,7010158,2024-03-06,수,중식,1005.0,닭봉강정,"5,6,12,13,15"
명덕고등학교,7010158,2024-03-06,수,중식,1005.0,배추김치,9
명덕고등학교,7010158,2024-03-06,수,석식,38.0,잡곡밥,5
명덕고등학교,7010158,2024-03-06,수,석식,38.0,설렁탕,"1,5,6,13,16,18"
명덕고등학교,7010158,2024-03-06,수,석식,38.0,삼치조림,"5,6,13"
명덕고등학교,7010158,2024-03-06,수,석식,38.0,깍두기,9
명덕고등학교,7010158,2024-03-06,수,석식,38.0,사과,
명덕고등학교,7010158,2024-03-06,수,석식,38.0,떡갈비파채무침,"5,6,10,13,15,16,18"
명덕고등학교,7010158,2024-03-07,목,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-07,목,조식,60.0,호박죽(조식),
명덕고등학교,7010158,2024-03-07,목,조식,60.0,북어국,"1,5,6"
명덕고등학교,7010158,2024-03-07,목,조식,60.0,멸치견과볶음(유자),"5,13,14"
명덕고등학교,7010158,2024-03-07,목,조식,60.0,버섯불고기,"5,6,13,16,18"
명덕고등학교,7010158,2024-03-07,목,조식,60.0,맛김치,9
명덕고등학교,7010158,2024-03-07,목,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-07,목,조식,60.0,신고배,
명덕고등학교,7010158,2024-03-07,목,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-07,목,조식,60.0,키위샐러드,"2,5,6,12"
명덕고등학교,7010158,2024-03-07,목,중식,1005.0,쌀밥,
명덕고등학교,7010158,2024-03-07,목,중식,1005.0,쑥갓어묵국,"5,6"
명덕고등학교,7010158,2024-03-07,목,중식,1005.0,카레소스,"1,5,6,10,12,16,18"
명덕고등학교,7010158,2024-03-07,목,중식,1005.0,깍두기,9
명덕고등학교,7010158,2024-03-07,목,중식,1005.0,매쉬드포테이토,"1,2,5,6,10,13"
명덕고등학교,7010158,2024-03-07,목,중식,1005.0,당근양배추라페샐러드,"1,5,6,13"
명덕고등학교,7010158,2024-03-07,목,석식,55.0,잡곡밥,5
명덕고등학교,7010158,2024-03-07,목,석식,55.0,순두부찌개,"1,2,4,5,6,8,9,10,16"
명덕고등학교,7010158,2024-03-07,목,석식,55.0,얼갈이겉절이,"5,6,13"
명덕고등학교,7010158,2024-03-07,목,석식,55.0,순대볶음,"2,5,6,10,13,16"
명덕고등학교,7010158,2024-03-07,목,석식,55.0,유자치킨탕수,"1,2,5,6,15,16,18"
명덕고등학교,7010158,2024-03-07,목,석식,55.0,깍두기,9
명덕고등학교,7010158,2024-03-08,금,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-08,금,조식,60.0,육개장,"1,2,4,8,16"
명덕고등학교,7010158,2024-03-08,금,조식,60.0,갈치구이(국내산바질향 갈치토막),"5,6"
명덕고등학교,7010158,2024-03-08,금,조식,60.0,치킨너겟(조식),"1,2,5,6,12,13,15"
명덕고등학교,7010158,2024-03-08,금,조식,60.0,맛김치,9
명덕고등학교,7010158,2024-03-08,금,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-08,금,조식,60.0,파인애플,
명덕고등학교,7010158,2024-03-08,금,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-08,금,조식,60.0,그래놀라샐러드(조식),"2,5,6,12"
명덕고등학교,7010158,2024-03-08,금,중식,1005.0,잡곡밥,5
명덕고등학교,7010158,2024-03-08,금,중식,1005.0,맑은콩나물국,"5,6"
명덕고등학교,7010158,2024-03-08,금,중식,1005.0,춘천닭갈비,"2,5,6,8,13,15,16"
명덕고등학교,7010158,2024-03-08,금,중식,1005.0,배추김치,9
명덕고등학교,7010158,2024-03-08,금,중식,1005.0,그린샐러드,"2,5,12"
명덕고등학교,7010158,2024-03-08,금,중식,1005.0,허니버터연근강정,"1,2,5,6,16"
명덕고등학교,7010158,2024-03-08,금,석식,16.0,잡곡밥,5
명덕고등학교,7010158,2024-03-08,금,석식,16.0,고추장찌개,"1,5,6,10"
명덕고등학교,7010158,2024-03-08,금,석식,16.0,삼색나물(숙주),
명덕고등학교,7010158,2024-03-08,금,석식,16.0,제육볶음,"5,6,10,13"
명덕고등학교,7010158,2024-03-08,금,석식,16.0,스팸감자구이,"1,2,5,6,10,13,15,16"
명덕고등학교,7010158,2024-03-08,금,석식,16.0,배추김치,9
명덕고등학교,7010158,2024-03-09,토,조식,18.0,쌀밥,
명덕고등학교,7010158,2024-03-09,토,조식,18.0,배추된장국,"5,6"
명덕고등학교,7010158,2024-03-09,토,조식,18.0,하이라이스소스,"1,2,5,6,12,16"
명덕고등학교,7010158,2024-03-09,토,조식,18.0,미나리무생채,13
명덕고등학교,7010158,2024-03-09,토,조식,18.0,청포묵김가루무침,
명덕고등학교,7010158,2024-03-09,토,조식,18.0,멘츠까스,"1,5,6,10"
명덕고등학교,7010158,2024-03-09,토,조식,18.0,맛김치,9
명덕고등학교,7010158,2024-03-09,토,조식,18.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-09,토,조식,18.0,바나나,
명덕고등학교,7010158,2024-03-09,토,조식,18.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-11,월,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-11,월,조식,60.0,빵(조식),"1,2,5,6,9,10,12,13,14,15,16,18"
명덕고등학교,7010158,2024-03-11,월,조식,60.0,얼갈이된장국,"5,6"
명덕고등학교,7010158,2024-03-11,월,조식,60.0,두부조림,"5,6,13,16"
명덕고등학교,7010158,2024-03-11,월,조식,60.0,인삼양념닭구이,"5,6,13,15"
명덕고등학교,7010158,2024-03-11,월,조식,60.0,깻잎지,"5,6"
명덕고등학교,7010158,2024-03-11,월,조식,60.0,맛김치,9
명덕고등학교,7010158,2024-03-11,월,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-11,월,조식,60.0,사과,
명덕고등학교,7010158,2024-03-11,월,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-11,월,중식,3290.0,잡곡밥,5
명덕고등학교,7010158,2024-03-11,월,중식,3290.0,돈육김치찌개,"5,9,10"
명덕고등학교,7010158,2024-03-11,월,중식,3290.0,도토리묵야채무침,"5,6"
명덕고등학교,7010158,2024-03-11,월,중식,3290.0,버섯불고기,"5,6,13,16,18"
명덕고등학교,7010158,2024-03-11,월,중식,3290.0,메밀전병,"2,3,5,6,10,16,18"
명덕고등학교,7010158,2024-03-11,월,중식,3290.0,깍두기,9
명덕고등학교,7010158,2024-03-11,월,석식,167.0,일식장국,"5,6"
명덕고등학교,7010158,2024-03-11,월,석식,167.0,쫄면야채무침,"1,5,6,13"
명덕고등학교,7010158,2024-03-11,월,석식,167.0,돈까스*소스,"1,2,5,6,10,12,13,16,18"
명덕고등학교,7010158,2024-03-11,월,석식,167.0,깍두기,9
명덕고등학교,7010158,2024-03-11,월,석식,167.0,마카로니샐러드,"1,5,6,8,13,18"
명덕고등학교,7010158,2024-03-12,화,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-12,화,조식,60.0,콩나물밥*양념장,"5,6,13,16"
명덕고등학교,7010158,2024-03-12,화,조식,60.0,쇠고기미역국,"5,6,16"
명덕고등학교,7010158,2024-03-12,화,조식,60.0,계란찜,1
명덕고등학교,7010158,2024-03-12,화,조식,60.0,맛김치,9
명덕고등학교,7010158,2024-03-12,화,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-12,화,조식,60.0,바나나,
명덕고등학교,7010158,2024-03-12,화,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-12,화,조식,60.0,단호박견과샐러드,"1,2,5,6,16"
명덕고등학교,7010158,2024-03-12,화,조식,60.0,고기완자전(조식),"1,5,6,10,16"
명덕고등학교,7010158,2024-03-12,화,중식,995.0,잡곡밥,5
명덕고등학교,7010158,2024-03-12,화,중식,995.0,부대찌개,"1,2,5,6,9,10,12,15,16"
명덕고등학교,7010158,2024-03-12,화,중식,995.0,매콤어묵잡채,"5,6,13"
명덕고등학교,7010158,2024-03-12,화,중식,995.0,도시락김(풀무원),
명덕고등학교,7010158,2024-03-12,화,중식,995.0,배추김치,9
명덕고등학교,7010158,2024-03-12,화,중식,995.0,레몬크림새우,"1,5,6,9,13"
명덕고등학교,7010158,2024-03-12,화,석식,847.0,잡곡밥,5
명덕고등학교,7010158,2024-03-12,화,석식,847.0,짬뽕수제비,"1,2,4,5,6,8,9,10,13,16,17,18"
명덕고등학교,7010158,2024-03-12,화,석식,847.0,오이지무침,13
명덕고등학교,7010158,2024-03-12,화,석식,847.0,감자치즈푸틴,"2,5,6,12,13,16"
명덕고등학교,7010158,2024-03-12,화,석식,847.0,배추김치,9
명덕고등학교,7010158,2024-03-12,화,석식,847.0,닭다리오븐구이,"1,5,6,13,15"
명덕고등학교,7010158,2024-03-13,수,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-13,수,조식,60.0,나주곰탕,"1,5,6,16"
명덕고등학교,7010158,2024-03-13,수,조식,60.0,가자미구이,"1,2,5,6,12,16,18"
명덕고등학교,7010158,2024-03-13,수,조식,60.0,찰떡궁합떡갈비(조식),"2,5,6,10,13,16"
명덕고등학교,7010158,2024-03-13,수,조식,60.0,맛김치,9
명덕고등학교,7010158,2024-03-13,수,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-13,수,조식,60.0,신고배,
명덕고등학교,7010158,2024-03-13,수,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-13,수,조식,60.0,그래놀라샐러드(조식),"2,5,6,12"
명덕고등학교,7010158,2024-03-13,수,중식,3300.0,콘버터구이,"1,2,5,6,8,12,13,15"
명덕고등학교,7010158,2024-03-13,수,중식,3300.0,소세지또띠아,"2,5,6,10,12,13,15,16"
명덕고등학교,7010158,2024-03-13,수,중식,3300.0,오이피클,9
명덕고등학교,7010158,2024-03-13,수,중식,3300.0,비피더스요구르트,2
명덕고등학교,7010158,2024-03-13,수,중식,3300.0,볼로네제파스타,"1,2,5,6,10,12,13,15,16,18"
명덕고등학교,7010158,2024-03-13,수,석식,141.0,잡곡밥,5
명덕고등학교,7010158,2024-03-13,수,석식,141.0,된장찌개,"5,6,18"
명덕고등학교,7010158,2024-03-13,수,석식,141.0,미나리무생채,13
명덕고등학교,7010158,2024-03-13,수,석식,141.0,깐풍만두구이,"1,5,6,10,12,13,16,18"
명덕고등학교,7010158,2024-03-13,수,석식,141.0,언양식바싹불고기(수제),"5,6,13,16"
명덕고등학교,7010158,2024-03-13,수,석식,141.0,배추김치,9
명덕고등학교,7010158,2024-03-14,목,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-14,목,조식,60.0,물만두국,"1,5,6,10,15,16,18"
명덕고등학교,7010158,2024-03-14,목,조식,60.0,메추리알장조림,"1,5,6,13"
명덕고등학교,7010158,2024-03-14,목,조식,60.0,숯불고기*숙주,10
명덕고등학교,7010158,2024-03-14,목,조식,60.0,맛김치,9
명덕고등학교,7010158,2024-03-14,목,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-14,목,조식,60.0,파인애플,
명덕고등학교,7010158,2024-03-14,목,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-14,목,조식,60.0,토마토카프리제,"2,12,13"
명덕고등학교,7010158,2024-03-14,목,중식,991.0,잡곡밥,5
명덕고등학교,7010158,2024-03-14,목,중식,991.0,육개장,"1,2,16,4,8"
명덕고등학교,7010158,2024-03-14,목,중식,991.0,봄동겉절이,"5,6,13"
명덕고등학교,7010158,2024-03-14,목,중식,991.0,고구마치즈롤까스,"1,5,6,10,12,17,18"
명덕고등학교,7010158,2024-03-14,목,중식,991.0,깍두기,9
명덕고등학교,7010158,2024-03-14,목,중식,991.0,캔디,
명덕고등학교,7010158,2024-03-14,목,중식,991.0,맛살콘샐러드(꽃맛살샐러드),"1,5,6,8,9,12,13,16,18"
명덕고등학교,7010158,2024-03-14,목,석식,433.0,참치야채비빔밥*초고추장,"5,6,13"
명덕고등학교,7010158,2024-03-14,목,석식,433.0,맑은콩나물국,"5,6"
명덕고등학교,7010158,2024-03-14,목,석식,433.0,연근조림,"5,6,13"
명덕고등학교,7010158,2024-03-14,목,석식,433.0,청양풍등갈비,"5,6,10,13"
명덕고등학교,7010158,2024-03-14,목,석식,433.0,웨지감자구이,"2,5,12"
명덕고등학교,7010158,2024-03-14,목,석식,433.0,배추김치,9
명덕고등학교,7010158,2024-03-14,목,석식,433.0,바나나,
명덕고등학교,7010158,2024-03-15,금,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-15,금,조식,60.0,현미누룽지,
명덕고등학교,7010158,2024-03-15,금,조식,60.0,건새우무국,"5,6,9"
명덕고등학교,7010158,2024-03-15,금,조식,60.0,도토리묵*양념장,"5,6,13"
명덕고등학교,7010158,2024-03-15,금,조식,60.0,버섯불고기,"5,6,13,16,18"
명덕고등학교,7010158,2024-03-15,금,조식,60.0,진미채볶음,"1,5,6,13,17"
명덕고등학교,7010158,2024-03-15,금,조식,60.0,구운계란,1
명덕고등학교,7010158,2024-03-15,금,조식,60.0,맛김치,9
명덕고등학교,7010158,2024-03-15,금,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-15,금,조식,60.0,오렌지,
명덕고등학교,7010158,2024-03-15,금,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-15,금,중식,3296.0,잡곡밥,5
명덕고등학교,7010158,2024-03-15,금,중식,3296.0,아욱된장국,"5,6"
명덕고등학교,7010158,2024-03-15,금,중식,3296.0,멸치견과류볶음,"5,13,14"
명덕고등학교,7010158,2024-03-15,금,중식,3296.0,치즈불닭,"1,2,5,6,12,13,15,16"
명덕고등학교,7010158,2024-03-15,금,중식,3296.0,배추김치,9
명덕고등학교,7010158,2024-03-15,금,중식,3296.0,타코야끼,"1,5,6,13"
명덕고등학교,7010158,2024-03-15,금,석식,374.0,잡곡밥,5
명덕고등학교,7010158,2024-03-15,금,석식,374.0,닭곰탕,"1,5,6,15"
명덕고등학교,7010158,2024-03-15,금,석식,374.0,고등어조림,"5,6,7,13"
명덕고등학교,7010158,2024-03-15,금,석식,374.0,카레자반,5
명덕고등학교,7010158,2024-03-15,금,석식,374.0,김치햄감자전,"1,2,5,6,9,10,13,15,16"
명덕고등학교,7010158,2024-03-15,금,석식,374.0,깍두기,9
명덕고등학교,7010158,2024-03-16,토,조식,18.0,쌀밥,
명덕고등학교,7010158,2024-03-16,토,조식,18.0,계란국,"1,5,6"
명덕고등학교,7010158,2024-03-16,토,조식,18.0,구운어묵볶음,"1,5,6,9,13,16,17,18"
명덕고등학교,7010158,2024-03-16,토,조식,18.0,맛김치,9
명덕고등학교,7010158,2024-03-16,토,조식,18.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-16,토,조식,18.0,사과,
명덕고등학교,7010158,2024-03-16,토,조식,18.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-16,토,조식,18.0,훈제오리*야채무침(참깨소스),"1,2,5,6,16"
명덕고등학교,7010158,2024-03-16,토,조식,18.0,간장무채장아찌,"5,6,8,9,18"
명덕고등학교,7010158,2024-03-18,월,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-18,월,조식,60.0,빵(조식),"1,2,5,6,9,10,12,13,14,15,16,18"
명덕고등학교,7010158,2024-03-18,월,조식,60.0,쇠고기무국,"1,5,6,16"
명덕고등학교,7010158,2024-03-18,월,조식,60.0,동그랑땡전(조식),"1,5,6,10,12,13,15,16,18"
명덕고등학교,7010158,2024-03-18,월,조식,60.0,매실된장고등어살구이,7
명덕고등학교,7010158,2024-03-18,월,조식,60.0,맛김치,9
명덕고등학교,7010158,2024-03-18,월,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-18,월,조식,60.0,오렌지,
명덕고등학교,7010158,2024-03-18,월,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-18,월,조식,60.0,그래놀라샐러드(조식),"2,5,6,12"
명덕고등학교,7010158,2024-03-18,월,중식,986.0,잡곡밥,5
명덕고등학교,7010158,2024-03-18,월,중식,986.0,또띠아*갈릭딥핑소스,"1,2,5,6,13"
명덕고등학교,7010158,2024-03-18,월,중식,986.0,참치탕,"5,6"
명덕고등학교,7010158,2024-03-18,월,중식,986.0,오이무침,"5,6,13"
명덕고등학교,7010158,2024-03-18,월,중식,986.0,닭불고기,"5,6,12,13,15"
명덕고등학교,7010158,2024-03-18,월,중식,986.0,배추김치,9
명덕고등학교,7010158,2024-03-18,월,중식,986.0,포테이토큐브*케찹,"1,5,6,12"
명덕고등학교,7010158,2024-03-18,월,석식,447.0,후리가케밥,"1,5,6"
명덕고등학교,7010158,2024-03-18,월,석식,447.0,카레우동,"2,5,6,10,12,13,15,16,18"
명덕고등학교,7010158,2024-03-18,월,석식,447.0,멘츠까스,"1,2,5,6,10,12,13,15,16,18"
명덕고등학교,7010158,2024-03-18,월,석식,447.0,깍두기,9
명덕고등학교,7010158,2024-03-18,월,석식,447.0,코코넛칩망고샐러드,"1,2,5,6,12"
명덕고등학교,7010158,2024-03-19,화,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-19,화,조식,60.0,배추된장국,"5,6"
명덕고등학교,7010158,2024-03-19,화,조식,60.0,스팸감자구이,"2,5,6,10,16"
명덕고등학교,7010158,2024-03-19,화,조식,60.0,직접구워먹는사이미트,"1,5,13,15,16"
명덕고등학교,7010158,2024-03-19,화,조식,60.0,맛김치,9
명덕고등학교,7010158,2024-03-19,화,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-19,화,조식,60.0,사과,
명덕고등학교,7010158,2024-03-19,화,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-19,화,조식,60.0,토마토샐러드-조식,"2,6,12,14"
명덕고등학교,7010158,2024-03-19,화,중식,982.0,쌀밥,
명덕고등학교,7010158,2024-03-19,화,중식,982.0,매운콩나물국,"5,6"
명덕고등학교,7010158,2024-03-19,화,중식,982.0,샤오롱바오,"1,5,6,10,16,18"
명덕고등학교,7010158,2024-03-19,화,중식,982.0,삼색냉채,"1,6,8,13"
명덕고등학교,7010158,2024-03-19,화,중식,982.0,탕수육,"1,2,5,6,10,11,12,13,16"
명덕고등학교,7010158,2024-03-19,화,중식,982.0,배추김치,9
명덕고등학교,7010158,2024-03-19,화,중식,982.0,짜장소스,"2,5,6,9,10,13,15,16,17,18"
명덕고등학교,7010158,2024-03-19,화,석식,425.0,잡곡밥,5
명덕고등학교,7010158,2024-03-19,화,석식,425.0,돈코츠라멘,"1,2,5,6,10,13,15,16"
명덕고등학교,7010158,2024-03-19,화,석식,425.0,생선까스*새우칩,"1,2,5,6,9,12,13,16"
명덕고등학교,7010158,2024-03-19,화,석식,425.0,배추김치,9
명덕고등학교,7010158,2024-03-19,화,석식,425.0,신고배,
명덕고등학교,7010158,2024-03-19,화,석식,425.0,그린샐러드,"1,2,5,6,12"
명덕고등학교,7010158,2024-03-20,수,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-20,수,조식,60.0,전복죽(조식),"1,5,6,18"
명덕고등학교,7010158,2024-03-20,수,조식,60.0,김치국,"5,6,9"
명덕고등학교,7010158,2024-03-20,수,조식,60.0,퀴노아호두조림,"5,13,14"
명덕고등학교,7010158,2024-03-20,수,조식,60.0,두부구이*양념장,"1,5,6,13"
명덕고등학교,7010158,2024-03-20,수,조식,60.0,깍두기,9
명덕고등학교,7010158,2024-03-20,수,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-20,수,조식,60.0,파인애플,
명덕고등학교,7010158,2024-03-20,수,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-20,수,조식,60.0,돼지고기장조림(조식),"1,5,6,10,13,16"
명덕고등학교,7010158,2024-03-20,수,중식,982.0,잡곡밥,5
명덕고등학교,7010158,2024-03-20,수,중식,982.0,물쫄면,"1,5,6"
명덕고등학교,7010158,2024-03-20,수,중식,982.0,묵은지닭볶음탕,"5,6,9,13,15"
명덕고등학교,7010158,2024-03-20,수,중식,982.0,타코야끼,"1,5,6,10,13"
명덕고등학교,7010158,2024-03-20,수,중식,982.0,깍두기,9
명덕고등학교,7010158,2024-03-20,수,중식,982.0,만다린샐러드,"1,2,5,6,12"
명덕고등학교,7010158,2024-03-20,수,석식,149.0,밥버거,"1,2,5,6,9,10,12,13,16"
명덕고등학교,7010158,2024-03-20,수,석식,149.0,어묵우동국,"1,2,5,6,7,9,13,16,18"
명덕고등학교,7010158,2024-03-20,수,석식,149.0,단무지,
명덕고등학교,7010158,2024-03-20,수,석식,149.0,떡볶이(석식),"1,5,6,12,13,16"
명덕고등학교,7010158,2024-03-20,수,석식,149.0,쥬시쿨,
명덕고등학교,7010158,2024-03-20,수,석식,149.0,김떡만,"1,2,5,6,10,12,13,16,18"
명덕고등학교,7010158,2024-03-21,목,조식,60.0,쌀밥,
명덕고등학교,7010158,2024-03-21,목,조식,60.0,떡국,"1,5,6,16"
명덕고등학교,7010158,2024-03-21,목,조식,60.0,열탄불고기,"1,5,6,10,13"
명덕고등학교,7010158,2024-03-21,목,조식,60.0,해쉬브라운*케찹,"5,6,12"
명덕고등학교,7010158,2024-03-21,목,조식,60.0,맛김치,9
명덕고등학교,7010158,2024-03-21,목,조식,60.0,시리얼(스페셜K외),"1,2,4,5,6,10,14,16,18"
명덕고등학교,7010158,2024-03-21,목,조식,60.0,방울토마토,12
명덕고등학교,7010158,2024-03-21,목,조식,60.0,우유&주스,"2,5,6,11,13"
명덕고등학교,7010158,2024-03-21,목,조식,60.0,그린샐러드(조식),"1,2,5,6,12,14"
명덕고등학교,7010158,2024-03-21,목,중식,982.0,곤드레나물밥*양념장,"5,6,13"
명덕고등학교,7010158,2024-03-21,목,중식,982.0,미역장국,"5,6"
명덕고등학교,7010158,2024-03-21,목,중식,982.0,낙지볶음*소면사리,"2,5,6,10,12,13,16,18"
명덕고등학교,7010158,2024-03-21,목,중식,982.0,고구마베이컨오븐구이,"1,5,10"
명덕고등학교,7010158,2024-03-21,목,중식,982.0,배추김치,9
명덕고등학교,7010158,2024-03-21,목,중식,982.0,무조미김,
명덕고등학교,7010158,2024-03-21,목,석식,433.0,잡곡밥,5
명덕고등학교,7010158,2024-03-21,목,석식,433.0,계란국,"1,5,6"
